catalog_id,cliente,periodo,tipo_documento,formato,drive_source_link,suggested_drive_folder,suggested_filename,expected_drive_path,processing_status,notes
74,Ideaconv,2026-2028,Balance General (Proyección),Google Sheet,https://docs.google.com/spreadsheets/d/1UqVpdsg4oTBvIQuUm0ihtct17Nj1NrHBJnfUE-iKFew/edit,EEFF_Covenants_Source/Ideaconv,0074_Ideaconv_2026_2028_Balance_General_Proyeccion.xlsx,EEFF_Covenants_Source/Ideaconv/0074_Ideaconv_2026_2028_Balance_General_Proyeccion.xlsx,pending_file_in_drive_folder,
75,Ideaconv,Dic 2022,Balance General,PDF,https://drive.google.com/file/d/1QOvPtBRc7hmDIEWL6-4Kgbc1qYzQzaP1/view,EEFF_Covenants_Source/Ideaconv,0075_Ideaconv_Dic_2022_Balance_General.pdf,EEFF_Covenants_Source/Ideaconv/0075_Ideaconv_Dic_2022_Balance_General.pdf,pending_file_in_drive_folder,
76,Ideaconv,Dic 2022,Estado de Resultados,PDF,https://drive.google.com/file/d/1RKUlYEMfGm-DUQZQQ-47RPYKNHfVaWWN/view,EEFF_Covenants_Source/Ideaconv,0076_Ideaconv_Dic_2022_Estado_de_Resultados.pdf,EEFF_Covenants_Source/Ideaconv/0076_Ideaconv_Dic_2022_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
77,Ideaconv,Mar 2026,EEFF Marzo,PDF,https://drive.google.com/file/d/1t5xlhaYrThU2edPFshmTTCK4kzZqtSxw/view,EEFF_Covenants_Source/Ideaconv,0077_Ideaconv_Mar_2026_EEFF_Marzo.pdf,EEFF_Covenants_Source/Ideaconv/0077_Ideaconv_Mar_2026_EEFF_Marzo.pdf,pending_file_in_drive_folder,
78,Omnicredito,Ene 2025,Estado de Resultados,PDF,https://drive.google.com/file/d/1R7GmH2fWdLcXuGXKRPe4I2KwKJzcMofi/view,EEFF_Covenants_Source/Omnicredito,0078_Omnicredito_Ene_2025_Estado_de_Resultados.pdf,EEFF_Covenants_Source/Omnicredito/0078_Omnicredito_Ene_2025_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
79,Red Girasol,Abr 2025,Balance General,PDF,https://drive.google.com/file/d/1OWOuyXf5CT8Sw8V3CxXAkpfpU44ddcsN/view,EEFF_Covenants_Source/Red_Girasol,0079_Red_Girasol_Abr_2025_Balance_General.pdf,EEFF_Covenants_Source/Red_Girasol/0079_Red_Girasol_Abr_2025_Balance_General.pdf,pending_file_in_drive_folder,
80,Red Girasol,Abr 2025,Estado de Resultados,PDF,https://drive.google.com/file/d/12InKejeZ8YtqeqfGl1qVBSmnUGR9XSsM/view,EEFF_Covenants_Source/Red_Girasol,0080_Red_Girasol_Abr_2025_Estado_de_Resultados.pdf,EEFF_Covenants_Source/Red_Girasol/0080_Red_Girasol_Abr_2025_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
81,Red Girasol,Ago 2024,Análisis Financiero,XLSX,https://drive.google.com/file/d/1Hbdoej9hSWMsJ9REhANrgN15_NsxMEO_/view,EEFF_Covenants_Source/Red_Girasol,0081_Red_Girasol_Ago_2024_Analisis_Financiero.xlsx,EEFF_Covenants_Source/Red_Girasol/0081_Red_Girasol_Ago_2024_Analisis_Financiero.xlsx,pending_file_in_drive_folder,
82,Red Girasol,Ago 2025,Balance General,PDF,https://drive.google.com/file/d/1Na-fa53QVXFpcfcGqLQuUFupU1VlmYe5/view,EEFF_Covenants_Source/Red_Girasol,0082_Red_Girasol_Ago_2025_Balance_General.pdf,EEFF_Covenants_Source/Red_Girasol/0082_Red_Girasol_Ago_2025_Balance_General.pdf,pending_file_in_drive_folder,
83,Red Girasol,Ago 2025,Estado de Resultados,PDF,https://drive.google.com/file/d/1gqXOg8HSy-2YkEBH6TGBArVQlFLpsPF9/view,EEFF_Covenants_Source/Red_Girasol,0083_Red_Girasol_Ago_2025_Estado_de_Resultados.pdf,EEFF_Covenants_Source/Red_Girasol/0083_Red_Girasol_Ago_2025_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
84,Red Girasol,Dic 2024,BG (sin dictaminar),PDF,https://drive.google.com/file/d/1NwvmCsNXte1VTAHRH-QEYt7_otxq_Q0K/view,EEFF_Covenants_Source/Red_Girasol,0084_Red_Girasol_Dic_2024_BG_sin_dictaminar.pdf,EEFF_Covenants_Source/Red_Girasol/0084_Red_Girasol_Dic_2024_BG_sin_dictaminar.pdf,pending_file_in_drive_folder,
85,Red Girasol,Dic 2024,ER (sin dictaminar),PDF,https://drive.google.com/file/d/1hcZfxCQ4IX2pPZ0nTxKacgIuYANCQzX0/view,EEFF_Covenants_Source/Red_Girasol,0085_Red_Girasol_Dic_2024_ER_sin_dictaminar.pdf,EEFF_Covenants_Source/Red_Girasol/0085_Red_Girasol_Dic_2024_ER_sin_dictaminar.pdf,pending_file_in_drive_folder,
86,Red Girasol,Dic 2024,ER (sin dictaminar),PDF,https://drive.google.com/file/d/1sxJlqwdRwjdJt7qcyeOLVuEGPo0ncYIn/view,EEFF_Covenants_Source/Red_Girasol,0086_Red_Girasol_Dic_2024_ER_sin_dictaminar.pdf,EEFF_Covenants_Source/Red_Girasol/0086_Red_Girasol_Dic_2024_ER_sin_dictaminar.pdf,pending_file_in_drive_folder,
87,Red Girasol,Dic 2025,EEFF,XLSX,https://drive.google.com/file/d/1cwZ-2scvAJT7789ruPi9YyhZr7GCb9f5/view,EEFF_Covenants_Source/Red_Girasol,0087_Red_Girasol_Dic_2025_EEFF.xlsx,EEFF_Covenants_Source/Red_Girasol/0087_Red_Girasol_Dic_2025_EEFF.xlsx,pending_file_in_drive_folder,
88,Red Girasol,Ene 2026,Estados Financieros,PDF,https://drive.google.com/file/d/1Im6APf_kqC5zeq9gnXGWajedh4bkGz5L/view,EEFF_Covenants_Source/Red_Girasol,0088_Red_Girasol_Ene_2026_Estados_Financieros.pdf,EEFF_Covenants_Source/Red_Girasol/0088_Red_Girasol_Ene_2026_Estados_Financieros.pdf,pending_file_in_drive_folder,
89,Red Girasol,Nov 2025,Balance General,PDF,https://drive.google.com/file/d/1XF8E1xkbB4a3CcqJLhE1j3Qf_QIOIUie/view,EEFF_Covenants_Source/Red_Girasol,0089_Red_Girasol_Nov_2025_Balance_General.pdf,EEFF_Covenants_Source/Red_Girasol/0089_Red_Girasol_Nov_2025_Balance_General.pdf,pending_file_in_drive_folder,
90,Red Girasol,Nov 2025,Estado de Resultados,PDF,https://drive.google.com/file/d/1jGFUjy99sAlfht2-7XiCRSW6N6IeFIGm/view,EEFF_Covenants_Source/Red_Girasol,0090_Red_Girasol_Nov_2025_Estado_de_Resultados.pdf,EEFF_Covenants_Source/Red_Girasol/0090_Red_Girasol_Nov_2025_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
91,Red Girasol,Oct 2025,Balance General,PDF,https://drive.google.com/file/d/1RAkDJaVLUCGCsm9LkMYm6GRu0X29B0Y4/view,EEFF_Covenants_Source/Red_Girasol,0091_Red_Girasol_Oct_2025_Balance_General.pdf,EEFF_Covenants_Source/Red_Girasol/0091_Red_Girasol_Oct_2025_Balance_General.pdf,pending_file_in_drive_folder,
92,Red Girasol,Oct 2025,Estado de Resultados,PDF,https://drive.google.com/file/d/1sSddoePMrAEVL9l6ecpSSgc2Kxu6knFz/view,EEFF_Covenants_Source/Red_Girasol,0092_Red_Girasol_Oct_2025_Estado_de_Resultados.pdf,EEFF_Covenants_Source/Red_Girasol/0092_Red_Girasol_Oct_2025_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
93,Regularizadora de Flujo,2024,Estados Financieros SAT,XLSX,https://drive.google.com/file/d/1pqfEqmjPuZFzYyRWpWH3QRwv0CKwkbxE/view,EEFF_Covenants_Source/Regularizadora_de_Flujo,0093_Regularizadora_de_Flujo_2024_Estados_Financieros_SAT.xlsx,EEFF_Covenants_Source/Regularizadora_de_Flujo/0093_Regularizadora_de_Flujo_2024_Estados_Financieros_SAT.xlsx,pending_file_in_drive_folder,
94,Regularizadora de Flujo,2025,Estados Financieros SAT,XLSX,https://drive.google.com/file/d/12ihKdNVuQwu7ebONPBDcivAWkYYH90-E/view,EEFF_Covenants_Source/Regularizadora_de_Flujo,0094_Regularizadora_de_Flujo_2025_Estados_Financieros_SAT.xlsx,EEFF_Covenants_Source/Regularizadora_de_Flujo/0094_Regularizadora_de_Flujo_2025_Estados_Financieros_SAT.xlsx,pending_file_in_drive_folder,
95,Ventus,Ago 2025,ER Mensual,PDF,https://drive.google.com/file/d/16IWsC8eUuWMhM2-OGE8k8xAg_dr4I6zY/view,EEFF_Covenants_Source/Ventus,0095_Ventus_Ago_2025_ER_Mensual.pdf,EEFF_Covenants_Source/Ventus/0095_Ventus_Ago_2025_ER_Mensual.pdf,pending_file_in_drive_folder,
96,Ventus,Ago 2025,ER,PDF,https://drive.google.com/file/d/1nca0H_xGio-jhqN6qXrPafP2CxPEW9CH/view,EEFF_Covenants_Source/Ventus,0096_Ventus_Ago_2025_ER.pdf,EEFF_Covenants_Source/Ventus/0096_Ventus_Ago_2025_ER.pdf,pending_file_in_drive_folder,
97,Ventus,Dic 2024,Estado de Resultados,PDF,https://drive.google.com/file/d/1LiHf6Ft9fJUL51RlO-nh8tMaw-OX2X6F/view,EEFF_Covenants_Source/Ventus,0097_Ventus_Dic_2024_Estado_de_Resultados.pdf,EEFF_Covenants_Source/Ventus/0097_Ventus_Dic_2024_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
98,Ventus,Dic 2025,BG & ER,XLSX,https://drive.google.com/file/d/1XtmMSURlbA9pne9sRbmBVru_iIMIgeEE/view,EEFF_Covenants_Source/Ventus,0098_Ventus_Dic_2025_BG_ER.xlsx,EEFF_Covenants_Source/Ventus/0098_Ventus_Dic_2025_BG_ER.xlsx,pending_file_in_drive_folder,
99,Ventus,Ene 2025,Estado de Resultados,PDF,https://drive.google.com/file/d/1fpf9OuPup0FLmglVKgq0RZnMrRNR2ukG/view,EEFF_Covenants_Source/Ventus,0099_Ventus_Ene_2025_Estado_de_Resultados.pdf,EEFF_Covenants_Source/Ventus/0099_Ventus_Ene_2025_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
100,Ventus,Ene 2026,Balance General,PDF,https://drive.google.com/file/d/14h1EI-3--tr4M_0FH2ZPagPN_dCWKTly/view,EEFF_Covenants_Source/Ventus,0100_Ventus_Ene_2026_Balance_General.pdf,EEFF_Covenants_Source/Ventus/0100_Ventus_Ene_2026_Balance_General.pdf,pending_file_in_drive_folder,
101,Ventus,Ene 2026,Estado de Resultados,PDF,https://drive.google.com/file/d/1hkiSLQ5T70qv1rnF0b_EzWb2eubqq42K/view,EEFF_Covenants_Source/Ventus,0101_Ventus_Ene_2026_Estado_de_Resultados.pdf,EEFF_Covenants_Source/Ventus/0101_Ventus_Ene_2026_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
102,Ventus,Feb 2026,Balance General,PDF,https://drive.google.com/file/d/1PuzugyYEDKZeQkaCF8i6i7N_hvFdxN_E/view,EEFF_Covenants_Source/Ventus,0102_Ventus_Feb_2026_Balance_General.pdf,EEFF_Covenants_Source/Ventus/0102_Ventus_Feb_2026_Balance_General.pdf,pending_file_in_drive_folder,
103,Ventus,Feb 2026,Estado de Resultados,PDF,https://drive.google.com/file/d/1r0btVnysWs2iyDYvgyHDN_nMyok-WMGH/view,EEFF_Covenants_Source/Ventus,0103_Ventus_Feb_2026_Estado_de_Resultados.pdf,EEFF_Covenants_Source/Ventus/0103_Ventus_Feb_2026_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
104,Ventus,Jul 2025,Estado de Resultados,PDF,https://drive.google.com/file/d/1DX4K4hhdujbDt9OzHFIC5f1Ia1Hsd8dC/view,EEFF_Covenants_Source/Ventus,0104_Ventus_Jul_2025_Estado_de_Resultados.pdf,EEFF_Covenants_Source/Ventus/0104_Ventus_Jul_2025_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
105,Ventus,Jul 2025,ER Firmado,PDF,https://drive.google.com/file/d/1RjMSasNP8R4271NmoFPeILPaubjYlYXA/view,EEFF_Covenants_Source/Ventus,0105_Ventus_Jul_2025_ER_Firmado.pdf,EEFF_Covenants_Source/Ventus/0105_Ventus_Jul_2025_ER_Firmado.pdf,pending_file_in_drive_folder,
106,Ventus,Jul 2025,ER Mensual,PDF,https://drive.google.com/file/d/1iVyB6LbnkzP7X-kL0LlkVCA9OUG6F1/view,EEFF_Covenants_Source/Ventus,0106_Ventus_Jul_2025_ER_Mensual.pdf,EEFF_Covenants_Source/Ventus/0106_Ventus_Jul_2025_ER_Mensual.pdf,pending_file_in_drive_folder,
107,Ventus,Jun 2025,ER Mensual,PDF,https://drive.google.com/file/d/1-SZ4vaJnFjZPf6X-kL0LlkVCA9OUG6F1/view,EEFF_Covenants_Source/Ventus,0107_Ventus_Jun_2025_ER_Mensual.pdf,EEFF_Covenants_Source/Ventus/0107_Ventus_Jun_2025_ER_Mensual.pdf,pending_file_in_drive_folder,
108,Ventus,Jun 2025,ER Acumulado,PDF,https://drive.google.com/file/d/1TK_3JOlxLGlqrekuHNLvGPuXLehsvOqt/view,EEFF_Covenants_Source/Ventus,0108_Ventus_Jun_2025_ER_Acumulado.pdf,EEFF_Covenants_Source/Ventus/0108_Ventus_Jun_2025_ER_Acumulado.pdf,pending_file_in_drive_folder,
109,Ventus,Mar 2025,Estado de Resultados,PDF,https://drive.google.com/file/d/11BJvtV0N_7ivsG9Egfi8PrHpsPS3-x1B/view,EEFF_Covenants_Source/Ventus,0109_Ventus_Mar_2025_Estado_de_Resultados.pdf,EEFF_Covenants_Source/Ventus/0109_Ventus_Mar_2025_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
110,Ventus,May 2025,Estado de Resultados,PDF,https://drive.google.com/file/d/1csEX_U2A5t8_QPtNufokex-Uz00vDY78/view,EEFF_Covenants_Source/Ventus,0110_Ventus_May_2025_Estado_de_Resultados.pdf,EEFF_Covenants_Source/Ventus/0110_Ventus_May_2025_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
111,Ventus,Nov 2025,Estado de Resultados,PDF,https://drive.google.com/file/d/1lFhxGwJBerxlyCSMf1xmPLiCDIwjc8mV/view,EEFF_Covenants_Source/Ventus,0111_Ventus_Nov_2025_Estado_de_Resultados.pdf,EEFF_Covenants_Source/Ventus/0111_Ventus_Nov_2025_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
112,Ventus,Oct 2025,Estado de Resultados,PDF,https://drive.google.com/file/d/1ms217zPggl3ynqvDmSjtR6XpF2ypVkcm/view,EEFF_Covenants_Source/Ventus,0112_Ventus_Oct_2025_Estado_de_Resultados.pdf,EEFF_Covenants_Source/Ventus/0112_Ventus_Oct_2025_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
113,Ventus,Sep 2025,ER Mensual,PDF,https://drive.google.com/file/d/1uBybue9IHDNfo4YO0Xv6qsgPxiey5Vzu/view,EEFF_Covenants_Source/Ventus,0113_Ventus_Sep_2025_ER_Mensual.pdf,EEFF_Covenants_Source/Ventus/0113_Ventus_Sep_2025_ER_Mensual.pdf,pending_file_in_drive_folder,
114,Ventus,Sep 2025,Estado de Resultados,PDF,https://drive.google.com/file/d/1Cxv-d60FSEl_2WclqIism9hZmJlS_WvJ/view,EEFF_Covenants_Source/Ventus,0114_Ventus_Sep_2025_Estado_de_Resultados.pdf,EEFF_Covenants_Source/Ventus/0114_Ventus_Sep_2025_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
115,iLeasing,Abr 2025,Estado de Resultados,PDF,https://drive.google.com/file/d/1BF_9-xXShWibB12sMm4blLE5wZKXRUJk/view,EEFF_Covenants_Source/iLeasing,0115_iLeasing_Abr_2025_Estado_de_Resultados.pdf,EEFF_Covenants_Source/iLeasing/0115_iLeasing_Abr_2025_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
116,iLeasing,Feb 2025,Estado de Resultados,PDF,https://drive.google.com/file/d/1u_OUXNvKP5yNtDjg104ViLzB7rTnMbEu/view,EEFF_Covenants_Source/iLeasing,0116_iLeasing_Feb_2025_Estado_de_Resultados.pdf,EEFF_Covenants_Source/iLeasing/0116_iLeasing_Feb_2025_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
117,iLeasing,Jun 2025,Estado de Resultados,PDF,https://drive.google.com/file/d/1vPX6S6ydTngSbbCs6AtGnYrhUshLfKy9/view,EEFF_Covenants_Source/iLeasing,0117_iLeasing_Jun_2025_Estado_de_Resultados.pdf,EEFF_Covenants_Source/iLeasing/0117_iLeasing_Jun_2025_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
118,iLeasing,Mar 2025,Estado de Resultados,PDF,https://drive.google.com/file/d/1kosOaFSopKOz2NTMenEQKK-rCnPj83Q3/view,EEFF_Covenants_Source/iLeasing,0118_iLeasing_Mar_2025_Estado_de_Resultados.pdf,EEFF_Covenants_Source/iLeasing/0118_iLeasing_Mar_2025_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
119,iLeasing,May 2025,Estado de Resultados,PDF,https://drive.google.com/file/d/16_uftLoMaXtKMsAhd6ihjsjGj7CY__Yv/view,EEFF_Covenants_Source/iLeasing,0119_iLeasing_May_2025_Estado_de_Resultados.pdf,EEFF_Covenants_Source/iLeasing/0119_iLeasing_May_2025_Estado_de_Resultados.pdf,pending_file_in_drive_folder,
